"bandNumber","site","date","age","sex","mass","wing","species"
"2421-11686","CAMPROSMD1","2010-07-27","HY","U",35.3,88,"NOCA"
"2421-11687","CAMPROSMD1","2010-07-27","AHY","M",42.8,96,"NOCA"
"2421-11688","CAMPROSMD1","2010-07-27","HY","U",38.8,87.5,"NOCA"
"2421-11689","CAMPROSMD1","2010-07-27","AHY","F",34.5,92,"GRCA"
"2421-11690","CAMPROSMD1","2010-07-27","HY","U",34.4,91.5,"GRCA"
"2421-11691","CAMPROSMD1","2010-07-27","AHY","M",33.6,87,"GRCA"
"2421-11692","CAMPROSMD1","2010-07-27","HY","U",40,85,"NOCA"
"2421-11693","CAMPROSMD1","2010-07-27","HY","M",39.2,87,"NOCA"
"2421-11694","CAMPROSMD1","2010-07-27","AHY","F",36.3,90,"NOCA"
"2421-11695","CAMPROSMD1","2010-07-27","AHY","M",40.1,90.5,"NOCA"
"2421-11696","CAMPROSMD1","2010-07-27","AHY","F",42.2,92.5,"NOCA"
"2421-11697","CAMPROSMD1","2010-07-27","AHY","M",NA,NA,"GRCA"
"2421-11698","CAMPROSMD1","2010-07-27","HY","U",37.8,89,"NOCA"
"2421-11701","VERSBETMD1","2010-06-01","AHY","M",44.3,93.5,"NOCA"
"2421-11702","VERSBETMD1","2010-06-01","AHY","F",42.2,89.5,"NOCA"
"2421-11708","STEWBETMD1","2010-06-05","AHY","M",34.2,92,"GRCA"
"2421-11709","STEWBETMD1","2010-06-05","AHY","M",35.3,92.5,"GRCA"
"2421-11751","BROWANNMD1","2010-06-25","AHY","M",43.3,93,"NOCA"
"2421-11758","BARBJERMD1","2010-07-02","AHY","F",44.6,92,"NOCA"
"2421-11759","BARBJERMD1","2010-07-02","AHY","M",43.4,93,"NOCA"
"2421-11760","BARBJERMD1","2010-07-02","HY","U",38.9,85,"NOCA"
"2421-11761","BARBJERMD1","2010-07-02","AHY","F",45.3,90,"NOCA"
"2421-11762","BARBJERMD1","2010-07-02","AHY","F",39.6,88.5,"NOCA"
"2421-11763","BARBJERMD1","2010-07-02","HY","U",37.6,87,"NOCA"
"2421-11764","BARBJERMD1","2010-07-02","AHY","M",42.4,90,"NOCA"
"2421-11765","BARBJERMD1","2010-07-02","HY","U",41.2,89,"NOCA"
"2421-11766","BARBJERMD1","2010-07-02","AHY","F",48.2,93,"NOCA"
"2421-11767","BARBJERMD1","2010-07-02","AHY","F",43.3,91.5,"NOCA"
"2421-11768","BARBJERMD1","2010-07-02","HY","U",36.9,90,"NOCA"
"2421-11769","BARBJERMD1","2010-07-02","HY","U",37.9,85,"NOCA"
"2421-11770","BARBJERMD1","2010-07-02","AHY","M",48.3,95,"NOCA"
"2421-11771","BARBJERMD1","2010-07-02","HY","U",39.9,92,"NOCA"
"2421-11773","KEYESUSMD1","2010-07-09","AHY","F",46.5,92.5,"NOCA"
"2421-11774","KEYESUSMD1","2010-07-09","AHY","F",38.8,91,"NOCA"
"2421-11786","ONTAHOUDC1","2010-07-20","AHY","M",43.3,97,"NOCA"
"2421-11787","ONTAHOUDC1","2010-07-20","HY","U",33.2,85.5,"GRCA"
"2421-11938","NEWBCARVA1","2014-05-21","AHY","M",NA,NA,"NOCA"
"2421-11939","NEWBCARVA1","2014-05-21","AHY","M",44.2,96,"NOCA"
"2421-11940","NEWBCARVA1","2014-05-21","AHY","M",NA,NA,"GRCA"
"2421-11941","NEWBCARVA1","2014-05-21","AHY","M",NA,NA,"NOCA"
"2421-11942","NEWBCARVA1","2014-05-21","AHY","M",NA,NA,"NOCA"
"2421-11971","KESTSABDC1","2014-06-13","SY","F",NA,NA,"NOCA"
"2421-11972","STANJEFMD1","2014-06-16","AHY","U",NA,NA,"GRCA"
"2421-11973","STANJEFMD1","2014-06-16","AHY","M",NA,NA,"GRCA"
"2421-11974","STANJEFMD1","2014-06-16","AHY","U",NA,NA,"GRCA"
"2421-11975","STANJEFMD1","2014-06-16","SY","F",NA,NA,"NOCA"
"2421-11977","MOSMCARMD1","2014-06-19","SY","F",NA,NA,"NOCA"
"2421-11978","OLONMARDC1","2014-06-20","SY","M",NA,NA,"GRCA"
"2421-11979","WILLTERMD1","2014-06-23","ASY","M",NA,NA,"GRCA"
"2421-11983","ONTAHOUDC1","2014-06-26","AHY","F",NA,NA,"GRCA"
"2421-11984","ONTAHOUDC1","2014-06-26","ASY","M",NA,NA,"GRCA"
"2421-11985","ONTAHOUDC1","2014-06-26","AHY","F",NA,NA,"GRCA"
"2421-11991","BRIGKIMMD1","2014-07-01","HY","U",NA,NA,"GRCA"
"2421-11992","BRIGKIMMD1","2014-07-01","AHY","F",NA,NA,"NOCA"
"2421-11993","BRIGKIMMD1","2014-07-01","SY","M",NA,NA,"GRCA"
"2421-11994","BRIGKIMMD1","2014-07-01","ASY","M",NA,NA,"NOCA"
"2421-11995","BRIGKIMMD1","2014-07-01","SY","M",NA,NA,"GRCA"
"2421-11996","MCDOELIVA1","2014-07-02","AHY","M",NA,NA,"GRCA"
"2421-11997","MCDOELIVA1","2014-07-02","AHY","F",NA,NA,"GRCA"
"2421-34601","BEALTOMMD1","2012-05-23","AHY","F",40.8,92,"NOCA"
"2421-34602","WILLTERMD1","2012-05-24","HY","U",44.2,90,"NOCA"
"2421-34603","WILLTERMD1","2012-05-24","HY","U",41.2,87,"NOCA"
"2421-34604","WILLTERMD1","2012-05-24","HY","U",46,88,"NOCA"
"2421-34605","WILLTERMD1","2012-05-24","AHY","M",48.3,93,"NOCA"
"2421-34609","STURCARMD1","2012-05-26","AHY","M",36.3,94,"GRCA"
"2421-34610","STURCARMD1","2012-05-26","AHY","M",38.9,90,"GRCA"
"2421-34611","STURCARMD1","2012-05-26","AHY","M",35.2,92,"GRCA"
"2421-34612","PERRCHRMD1","2012-05-29","AHY","F",38.6,90,"NOCA"
"2421-34617","OBRICHRMD1","2012-06-02","AHY","F",36.7,86,"GRCA"
"2421-34618","OBRICHRMD1","2012-06-02","AHY","F",36,87,"GRCA"
"2421-34619","BARBJERMD1","2012-06-04","AHY","M",46,98,"NOCA"
"2421-34620","BARBJERMD1","2012-06-04","HY","U",39.4,86,"NOCA"
"2421-34621","BARBJERMD1","2012-06-04","HY","U",39.5,87,"NOCA"
"2421-34622","BARBJERMD1","2012-06-04","AHY","M",43.1,97,"NOCA"
"2421-34623","BARBJERMD1","2012-06-04","AHY","F",39.9,90,"NOCA"
"2421-34628","CAMPGLOMD1","2012-06-06","AHY","M",42.3,93,"NOCA"
"2421-34629","CAMPGLOMD1","2012-06-06","AHY","F",43.1,93,"NOCA"
"2421-34630","CAMPGLOMD1","2012-06-06","HY","U",39.6,83,"NOCA"
"2421-34631","VONGJENMD1","2012-06-07","AHY","F",38.3,87,"NOCA"
"2421-34632","VONGJENMD1","2012-06-07","AHY","M",35.1,92,"GRCA"
"2421-34633","VONGJENMD1","2012-06-07","AHY","M",33.2,90,"GRCA"
"2421-34634","VONGJENMD1","2012-06-07","AHY","F",39.7,84,"GRCA"
"2421-34636","PHARAIMMD1","2012-06-09","HY","U",42.1,87,"NOCA"
"2421-34637","PHARAIMMD1","2012-06-09","AHY","F",50.9,91,"NOCA"
"2421-34638","PHARAIMMD1","2012-06-09","HY","U",40.8,88,"NOCA"
"2421-34639","PHARAIMMD1","2012-06-09","HY","U",39.3,87,"NOCA"
"2421-34679","TATEJUAMD1","2012-06-28","AHY","M",35.2,90,"GRCA"
"2421-34680","TATEJUAMD1","2012-06-28","AHY","F",36.6,90,"GRCA"
"2421-34681","TATEJUAMD1","2012-06-28","HY","U",43.1,90,"NOCA"
"2421-34682","TATEJUAMD1","2012-06-28","HY","F",41.3,86,"NOCA"
"2421-34687","BALASUCMD1","2012-07-03","AHY","M",43.4,94,"NOCA"
"2421-34688","BALASUCMD1","2012-07-03","AHY","M",32.8,90,"GRCA"
"2421-34689","BALASUCMD1","2012-07-03","AHY","F",38.8,85,"GRCA"
"2421-34691","SCHLROBMD1","2012-07-10","AHY","M",44.5,93,"NOCA"
"2421-34692","PIROELADC1","2012-07-12","AHY","F",47.4,90,"NOCA"
"2421-34698","GERYERIMD1","2012-07-19","AHY","F",38.6,90.5,"NOCA"
"2421-34699","GERYERIMD1","2012-07-19","HY","U",37.8,87,"NOCA"
"2430-29208","VERSBETMD1","2005-05-26","AHY","M",10.2,51,"HOWR"
"2430-29214","TATEJUAMD1","2005-06-08","AHY","M",11,61,"CACH"
"2430-29215","TATEJUAMD1","2005-06-08","AHY","M",12.1,51.5,"HOWR"
"2430-29216","BARBJERMD1","2005-06-11","AHY","F",NA,NA,"HOWR"
"2430-29217","BARBJERMD1","2005-06-11","HY","U",10,60,"CACH"
"2430-29218","MOSMCARMD1","2005-06-11","AHY","M",10.4,52,"HOWR"
"2430-29219","MOSMCARMD1","2005-06-11","AHY","M",9.6,52,"HOWR"
"2430-29220","MOSMCARMD1","2005-06-11","AHY","F",11.9,46,"HOWR"
"2430-29221","MOSMCARMD1","2005-06-11","AHY","F",12.1,52,"HOWR"
"2431-30153","STUECHRVA2","2014-07-19","AHY","M",NA,NA,"SOSP"
"2441-13701","COLSKATMD1","2009-05-29","AHY","F",21.6,61.5,"SOSP"
"2441-13707","BUISNORVA1","2009-06-07","AHY","F",20,54,"CARW"
"2441-13744","REITBOBMD1","2009-07-28","AHY","F",18.3,62,"SOSP"
"2441-13825","VONGJENMD1","2013-05-11","AHY","M",35.8,89,"GRCA"
"2441-13845","GECACARVA1","2013-07-10","HY","U",36,91,"GRCA"
"2441-13850","STANJEFMD1","2014-06-16","AHY","M",21.3,65,"SOSP"
"2441-13851","STANJEFMD1","2014-06-16","AHY","F",NA,NA,"SOSP"
"2441-13854","MOSMCARMD1","2014-06-19","AHY","M",NA,NA,"CARW"
"2441-13855","WILLTERMD1","2014-06-23","AHY","M",21.4,60,"CARW"
"2441-13858","ONTAHOUDC1","2014-06-26","AHY","M",23.3,66,"SOSP"
"2441-13864","BRIGKIMMD1","2014-07-01","AHY","U",NA,NA,"CARW"
"2441-13865","BRIGKIMMD1","2014-07-01","AHY","M",NA,NA,"SOSP"
"2441-13866","MCDOELIVA1","2014-07-02","AHY","F",NA,NA,"SOSP"
"2441-13867","MCDOELIVA1","2014-07-02","AHY","U",NA,NA,"SOSP"
"2441-13868","MCDOELIVA1","2014-07-02","AHY","U",NA,NA,"CARW"
"2441-13869","MCDOELIVA1","2014-07-02","AHY","F",NA,NA,"CARW"
"2441-13875","LANDCELVA1","2014-07-10","AHY","U",NA,NA,"CARW"
"2441-13876","LANDCELVA1","2014-07-10","AHY","M",NA,NA,"SOSP"
"2441-13879","PADORAMVA1","2014-07-12","AHY","F",NA,NA,"SOSP"
"2441-13880","PADORAMVA1","2014-07-12","AHY","M",NA,NA,"SOSP"
"2441-13881","MOLIKARMD1","2014-07-15","AHY","U",NA,NA,"CARW"
"2441-13882","MOLIKARMD1","2014-07-15","AHY","F",NA,NA,"CARW"
"2441-14001","SCHLROBMD1","2009-05-15","AHY","M",22,60,"CARW"
"2441-14007","MOSMCARMD1","2009-05-19","AHY","M",23.9,65,"CARW"
"2441-14008","MOSMCARMD1","2009-05-19","HY","U",20.7,59,"CARW"
"2441-14009","MOSMCARMD1","2009-05-19","HY","U",17.6,60,"CARW"
"2441-14012","BURDROBVA1","2009-05-25","AHY","F",21.8,65,"SOSP"
"2441-14032","MISSEDDC1","2009-06-25","HY","U",18.9,59,"CARW"
"2441-14041","VERSBETMD1","2009-07-02","AHY","M",21.5,60,"CARW"
"2441-14044","MORRCHRVA1","2009-07-06","AHY","M",21.8,60,"CARW"
"2441-14045","MORRCHRVA1","2009-07-06","AHY","M",21.3,64,"SOSP"
"2441-14047","BARBJERMD1","2009-07-13","AHY","M",19.7,57,"CARW"
"2441-14049","MOLIKARMD1","2009-07-17","HY","U",21.4,60,"CARW"
"2441-14050","MOLIKARMD1","2009-07-17","AHY","M",20.4,65,"SOSP"
"2441-14051","BROWANNMD1","2009-07-24","AHY","M",18.9,64,"SOSP"
"2441-14052","LEONTESDC1","2010-05-13","AHY","F",20.9,64,"SOSP"
"2441-14053","LEONTESDC1","2010-05-13","AHY","M",20.6,64,"SOSP"
"2441-14054","KESTSABDC1","2010-05-15","AHY","M",22.6,68,"SOSP"
"2441-14059","CAMPGLOMD1","2010-05-21","AHY","M",22.3,65,"SOSP"
"2441-14060","CAMPGLOMD1","2010-05-21","AHY","U",22.3,60,"CARW"
"2441-14065","BUISNORVA1","2010-05-29","AHY","U",20.1,60.5,"CARW"
"2441-14066","BUISNORVA1","2010-05-29","HY","U",18,59,"CARW"
"2441-14067","BUISNORVA1","2010-05-29","AHY","F",22.9,63,"SOSP"
"2441-14068","BUISNORVA1","2010-05-29","AHY","M",20.9,65.5,"SOSP"
"2441-14076","LANDCELVA1","2010-06-04","AHY","M",20,63,"SOSP"
"2441-14077","STUECHRVA2","2010-06-05","AHY","M",20.4,67,"SOSP"
"2441-14078","STUECHRVA2","2010-06-05","AHY","M",21,63,"SOSP"
"2441-14093","BURDROBVA1","2010-06-16","AHY","M",21.7,63,"SOSP"
"2441-14096","NEWBCARVA1","2010-06-19","AHY","M",21.9,60,"CARW"
"2441-14108","GECACARVA1","2009-05-30","ASY","M",19.8,63,"SOSP"
"2441-14121","LANDCELVA1","2009-06-20","HY","U",16.6,55,"CARW"
"2441-14122","LANDCELVA1","2009-06-20","HY","U",16.9,59.5,"CARW"
"2441-14123","LANDCELVA1","2009-06-20","AHY","M",20.5,66,"SOSP"
"2441-14124","LANDCELVA1","2009-06-20","AHY","F",22.4,61,"CARW"
"2441-14128","ONTAHOUDC1","2009-06-26","AHY","M",21.7,70.5,"SOSP"
"2441-14129","ONTAHOUDC1","2009-06-26","AHY","F",22.2,65,"SOSP"
"2441-14130","ONTAHOUDC1","2009-06-26","AHY","F",20.1,61,"SOSP"
"2441-14137","BROWANNDC1","2009-06-30","AHY","M",20.4,63,"SOSP"
"2441-14138","OLONMARDC1","2009-07-01","AHY","M",20,66.5,"SOSP"
"2441-14139","OLONMARDC1","2009-07-01","AHY","M",21.7,68,"SOSP"
"2441-14152","JACOMERMD1","2009-07-18","AHY","M",21.3,70,"SOSP"
"2441-14160","PIROELADC1","2009-07-27","AHY","M",20.1,68.5,"SOSP"
"2441-14161","PIROELADC1","2009-07-27","AHY","M",21.1,59.5,"CARW"
"2441-14166","CAMPGLOMD1","2012-06-06","AHY","F",18.3,61,"CARW"
"2441-14167","VONGJENMD1","2012-06-07","AHY","M",20,68,"SOSP"
"2441-14168","VONGJENMD1","2012-06-07","AHY","F",20.1,61,"SOSP"
"2441-14169","VONGJENMD1","2012-06-07","AHY","F",19.6,57,"CARW"
"2441-14173","MOSMCARMD1","2012-06-18","AHY","M",20,61,"CARW"
"2441-14180","TATEJUAMD1","2012-06-28","AHY","F",19.1,55,"CARW"
"2441-14181","TATEJUAMD1","2012-06-28","AHY","M",20.4,59,"CARW"
"2441-14184","BRIGKIMMD1","2012-06-30","HY","U",17.9,62,"SOSP"
"2441-14185","BRIGKIMMD1","2012-06-30","AHY","M",20.3,61.5,"CARW"
"2441-14187","BALASUCMD1","2012-07-03","AHY","F",21.1,60,"CARW"
"2441-14190","SCHLROBMD1","2012-07-10","HY","U",18.1,61.5,"CARW"
"2441-14191","SCHLROBMD1","2012-07-10","U","U",16.4,54,"CARW"
"2441-14192","PIROELADC1","2012-07-12","AHY","M",19.4,59,"CARW"
"2441-14193","PIROELADC1","2012-07-12","AHY","F",20.7,61,"SOSP"
"2441-14194","PIROELADC1","2012-07-12","AHY","F",19.9,62,"SOSP"
"2441-14198","GERYERIMD1","2012-07-19","AHY","M",20.7,66.5,"SOSP"
"2441-14199","GERYERIMD1","2012-07-19","HY","U",19.5,62,"SOSP"
"2441-14203","VONGJENMD1","2009-06-23","AHY","M",20.7,59,"CARW"
"2441-14204","PHARAIMMD1","2009-06-25","HY","U",19.5,60,"CARW"
"2441-14205","OBRICHRMD1","2009-06-30","HY","M",20.2,60,"CARW"
"2441-14206","STURCARMD1","2009-07-03","U","U",18,59,"CARW"
"2441-14207","STURCARMD1","2009-07-03","HY","U",17.3,56,"CARW"
"2441-14212","WILLTERMD1","2009-07-13","HY","U",18.4,58,"CARW"
"2441-14213","WILLTERMD1","2009-07-13","AHY","M",21,61,"CARW"
"2441-14214","WILLTERMD1","2009-07-13","HY","U",19.4,64.5,"SOSP"
"2441-14225","ROHRSALMD1","2009-07-30","AHY","M",21.1,60,"CARW"
"2441-14226","ROHRSALMD1","2009-07-30","HY","U",17.1,56.5,"CARW"
"2441-15007","STANJEFMD1","2009-05-07","AHY","M",NA,NA,"SOSP"
"2441-15008","PERRCHRMD1","2009-05-08","AHY","M",24,59,"CARW"
"2441-15011","EGANMARMD1","2009-05-18","AHY","M",20,66,"SOSP"
"2441-15012","FISHFERVA1","2009-05-30","AHY","M",21,65,"SOSP"
"2441-15020","MANNJANDC1","2009-06-16","AHY","M",19,64,"SOSP"
"2441-15021","MANNJANDC1","2009-06-16","AHY","F",16,57,"CARW"
"2441-15022","MANNJANDC1","2009-06-16","HY","U",NA,NA,"SOSP"
"2441-15023","MANNJANDC1","2009-06-16","AHY","M",22,65,"SOSP"
"2441-15024","MANNJANDC1","2009-06-16","AHY","M",22,60,"CARW"
"2441-15029","TATEJUAMD1","2009-06-29","U","U",18,58,"CARW"
"2441-15030","TATEJUAMD1","2009-06-29","AHY","F",22,59,"CARW"
"2441-15038","SILLSCOMD1","2009-07-14","AHY","M",22,68,"SOSP"
"2441-37761","TATEJUAMD1","2009-06-29","AHY","M",44,92,"NOCA"
"2441-56500","MANNJANDC1","2012-07-11","AHY","M",20.7,58,"CARW"
"2441-96311","BALASUCMD1","2010-05-28","AHY","M",20.7,62.5,"CARW"
"2441-96314","SALOSHEMD1","2010-06-08","HY","U",17.8,60,"CARW"
"2441-96319","TATEJUAMD1","2010-06-22","HY","U",17.1,61,"CARW"
"2441-96320","STANJEFMD1","2010-06-30","HY","U",18.9,64,"SOSP"
"2441-96321","STANJEFMD1","2010-06-30","AHY","F",21.3,67,"SOSP"
"2441-96322","STANJEFMD1","2010-06-30","HY","U",17.6,55,"CARW"
"2441-96323","STANJEFMD1","2010-06-30","HY","U",18.9,66.5,"SOSP"
"2441-96324","STANJEFMD1","2010-06-30","AHY","F",19.7,62,"CARW"
"2441-96325","BLOCDAVMD1","2010-07-07","AHY","F",19.9,64.5,"SOSP"
"2441-96326","BLOCDAVMD1","2010-07-07","AHY","F",15.7,55,"CARW"
"2441-96329","GERYERIMD1","2010-07-14","AHY","M",20.8,69,"SOSP"
"2441-96330","GERYERIMD1","2010-07-14","AHY","F",16.4,62,"SOSP"
"2441-96331","BRIGKIMMD1","2010-07-21","AHY","F",17.8,56.8,"CARW"
"2441-96332","CAMPROSMD1","2010-07-27","AHY","F",19.8,63.5,"CARW"
"2441-96333","CAMPROSMD1","2010-07-27","AHY","F",17.7,61.5,"CARW"
"2441-96339","VONGJENMD1","2013-05-13","AHY","M",21.4,61,"CARW"
"2441-96349","WOLFKARDC1","2013-06-04","AHY","M",NA,NA,"CARW"
"2441-96351","BLOCDAVMD1","2013-06-08","AHY","M",22.2,69,"SOSP"
"2441-96358","FARYSIMMD1","2013-06-29","AHY","F",18.7,59,"CARW"
"2441-96359","FARYSIMMD1","2013-06-29","AHY","F",20.1,63,"SOSP"
"2441-96360","KEYESUSMD1","2013-07-06","AHY","M",20.4,69,"SOSP"
"2441-96369","BALASUCMD1","2014-06-16","HY","U",20.1,61,"CARW"
"2441-96370","TATEJUAMD1","2014-06-19","AHY","F",NA,NA,"CARW"
"2441-96371","TATEJUAMD1","2014-06-19","SY","F",21.8,59,"CARW"
"2441-96383","SALOSHEMD1","2014-07-01","HY","U",17.4,55,"CARW"
"2441-96384","SALOSHEMD1","2014-07-01","HY","U",17.9,59,"CARW"
"2441-96385","SALOSHEMD1","2014-07-01","AHY","U",21,62,"CARW"
"2441-96409","EGANMARMD1","2010-06-12","AHY","M",20.2,63,"SOSP"
"2441-96410","EGANMARMD1","2010-06-12","AHY","M",20.8,64.5,"SOSP"
"2441-96411","EGANMARMD1","2010-06-12","AHY","M",18.9,64,"SOSP"
"2441-96428","MOLIKARMD1","2010-07-03","AHY","M",18.9,64.5,"SOSP"
"2441-96429","BARBJERMD1","2010-07-02","AHY","F",20.1,58,"CARW"
"2441-96430","MOLIKARMD1","2010-07-03","AHY","M",21.4,65,"SOSP"
"2441-96440","ONTAHOUDC1","2010-07-20","AHY","M",21.1,66,"SOSP"
"2441-96441","ONTAHOUDC1","2010-07-20","AHY","F",21.2,63,"SOSP"
"2441-96442","ONTAHOUDC1","2010-07-20","AHY","F",23.4,63,"SOSP"
"2441-96447","LANDCELVA1","2012-05-04","AHY","M",22.4,70,"SOSP"
"2441-96448","LANDCELVA1","2012-05-04","AHY","M",20.6,64,"SOSP"
"2441-96450","STEWBETMD1","2012-05-10","AHY","M",19.4,67,"SOSP"
"2441-96451","STEWBETMD1","2012-05-10","AHY","M",22,70,"SOSP"
"2441-96452","STEWBETMD1","2012-05-10","AHY","M",20.7,59,"CARW"
"2441-96454","NEWBCARVA1","2012-05-19","AHY","M",22.2,62,"CARW"
"2441-96455","ZAMBTRAMD1","2012-05-23","AHY","M",19.7,66,"SOSP"
"2441-96456","PADORAMVA1","2012-05-24","AHY","M",20.3,59,"CARW"
"2441-96457","FISHFERVA1","2012-05-26","AHY","M",33.4,84,"GRCA"
"2441-96458","BURDROBVA1","2012-05-29","AHY","M",20.8,59,"CARW"
"2441-96469","FARYSIMMD1","2012-06-08","AHY","M",21.7,66,"SOSP"
"2441-96470","FARYSIMMD1","2012-06-08","AHY","M",18.2,65,"SOSP"
"2441-96471","FARYSIMMD1","2012-06-08","AHY","M",22.2,66,"SOSP"
"2441-96472","EGANMARMD1","2012-06-09","AHY","M",21.1,66,"SOSP"
"2441-96473","KEYESUSMD1","2012-06-11","AHY","F",20.2,60,"CARW"
"2441-96474","KEYESUSMD1","2012-06-11","AHY","F",22,57,"CARW"
"2441-96483","KESTSABDC1","2012-06-16","AHY","M",21.2,68,"SOSP"
"2441-96484","KESTSABDC1","2012-06-16","AHY","F",20,62,"SOSP"
"2441-96488","GECACARVA1","2012-06-26","AHY","M",19.2,65,"SOSP"
"2441-96489","GECACARVA1","2012-06-26","AHY","M",19.7,59,"CARW"
"2441-96495","OLONMARDC1","2012-07-06","HY","U",19.7,58,"CARW"
"2441-96498","MISSEDDC1","2012-07-10","AHY","M",20,59,"CARW"
"2441-96499","MISSEDDC1","2012-07-10","AHY","F",17.8,56,"CARW"
"2441-96522","REITBOBMD1","2013-05-24","AHY","F",17.3,65,"SOSP"
"2441-96523","MORRCHRVA1","2013-05-28","AHY","F",9.4,53,"CARW"
"2441-96524","COLSKATMD1","2013-05-29","AHY","F",20.9,63,"CARW"
"2441-96537","EGANMARMD1","2013-06-20","AHY","M",21.5,61,"CARW"
"2441-96538","EGANMARMD1","2013-06-20","AHY","F",17.4,56,"CARW"
"2441-96541","ZAMBTRAMD1","2013-06-26","AHY","M",20.3,55,"SOSP"
"2441-96547","TATEJUAMD1","2013-07-08","AHY","F",19.8,58,"CARW"
"2441-96548","TATEJUAMD1","2013-07-08","AHY","F",21.1,62,"CARW"
"2441-96549","TATEJUAMD1","2013-07-08","AHY","F",18,65,"CARW"
"2441-96550","PIROELADC1","2013-07-09","AHY","F",23,68,"SOSP"
"2441-96551","PIROELADC1","2013-07-09","AHY","F",16.7,57,"CARW"
"2441-96552","BEALTOMMD1","2013-07-10","AHY","F",NA,NA,"CARW"
"2441-96553","BEALTOMMD1","2013-07-10","AHY","U",21,60,"CARW"
"2441-96557","KESTSABDC1","2013-07-15","HY","U",18.7,59,"CARW"
"2441-96558","SALOSHEMD1","2013-07-14","AHY","F",19.4,60,"CARW"
"2441-96560","MISSEDDC1","2013-07-16","AHY","M",21.3,57,"CARW"
"2441-96563","STANJEFMD1","2013-07-23","AHY","M",20.3,67,"SOSP"
"2441-96564","MOLIKARMD1","2013-07-26","HY","U",19,59,"CARW"
"2441-96565","MOLIKARMD1","2013-07-26","HY","U",16.6,58,"CARW"
"2441-96567","PHARAIMMD1","2013-07-31","AHY","U",19.6,59,"CARW"
"2441-96569","WILLTERMD1","2013-08-05","HY","M",19,59,"CARW"
"2460-22709","BLOCDAVMD1","2008-05-17","AHY","M",NA,NA,"HOWR"
"2460-22715","OBRICHRMD1","2008-05-28","AHY","F",11.8,48,"HOWR"
"2460-22716","OBRICHRMD1","2008-05-28","AHY","M",11,50,"HOWR"
"2460-22717","OBRICHRMD1","2008-05-28","AHY","M",11.5,51,"HOWR"
"2460-22718","OBRICHRMD1","2008-05-28","AHY","M",11.4,50,"HOWR"
"2460-22736","STANJEFMD1","2008-06-11","AHY","F",10.1,62.5,"CACH"
"2460-22737","STANJEFMD1","2008-06-11","AHY","F",11.5,48,"HOWR"
"2460-22741","TATEJUAMD1","2007-06-14","AHY","U",9.7,60,"CACH"
"2460-22742","TATEJUAMD1","2008-06-14","AHY","M",10.7,48,"HOWR"
"2460-22743","TATEJUAMD1","2008-06-14","AHY","F",10.5,50,"HOWR"
"2460-22744","TATEJUAMD1","2008-06-14","AHY","F",11.2,52,"HOWR"
"2460-22745","PHARAIMMD1","2008-06-16","AHY","U",8.5,61,"CACH"
"2460-22746","COLSKATMD1","2008-06-17","AHY","M",10.3,50.5,"HOWR"
"2460-22747","COLSKATMD1","2008-06-17","AHY","U",10.2,60,"CACH"
"2460-22759","BURDROBVA1","2008-07-08","HY","U",9.6,60,"CACH"
"2460-22760","BURDROBVA1","2008-07-08","HY","U",8.2,59.5,"CACH"
"2460-22763","BROWANNMD1","2008-07-11","AHY","F",10.7,50,"HOWR"
"2460-22777","VONGJENMD1","2010-05-10","AHY","M",11.3,51,"HOWR"
"2460-22778","VONGJENMD1","2010-05-10","HY","U",10.3,54,"HOWR"
"2460-22779","VONGJENMD1","2010-05-10","AHY","M",10.2,65,"CACH"
"2460-22780","VONGJENMD1","2010-05-10","AHY","F",8.3,59,"CACH"
"2460-22781","ZAMBTRAMD1","2010-05-11","AHY","M",10.7,51,"HOWR"
"2460-22790","FARYSIMMD1","2010-05-15","HY","U",10.5,52,"HOWR"
"2460-22791","FARYSIMMD1","2010-05-15","HY","U",10.8,48,"HOWR"
"2460-22796","STURCARMD1","2010-06-01","AHY","F",10.6,49,"HOWR"
"2460-22797","STURCARMD1","2010-06-01","U","U",9.5,60,"CACH"
"2460-22798","STURCARMD1","2010-06-01","AHY","M",10.1,51,"HOWR"
"2460-22821","OBRICHRMD1","2007-06-02","AHY","M",10.5,47,"HOWR"
"2460-22822","OBRICHRMD1","2007-06-02","AHY","M",10.4,65,"CACH"
"2460-22826","REITBOBMD1","2007-06-08","AHY","M",10.8,50,"HOWR"
"2460-22832","SALOSHEMD1","2007-06-19","AHY","M",10.8,51,"HOWR"
"2460-22837","PHARAIMMD1","2007-06-26","HY","M",10.6,59,"CACH"
"2460-22838","TATEJUAMD1","2007-06-27","AHY","M",10,48,"HOWR"
"2460-22846","GERYERIMD1","2007-07-13","HY","U",9.9,57,"CACH"
"2460-22847","GECACARVA1","2007-07-13","U","U",9.5,55,"CACH"
"2460-22850","GERYERIMD1","2007-07-21","HY","U",8.9,62,"CACH"
"2460-22851","GERYERIMD1","2007-07-21","HY","U",11.1,51,"HOWR"
"2460-22852","GERYERIMD1","2007-07-21","AHY","F",10.3,63,"CACH"
"2460-22853","GERYERIMD1","2007-07-21","AHY","M",7.8,63,"CACH"
"2460-22854","ZAMBTRAMD1","2007-07-23","AHY","M",8.9,50,"HOWR"
"2460-22856","ZAMBTRAMD1","2007-07-23","AHY","F",17.9,60,"CARW"
"2460-22902","CAMPGLOMD1","2007-06-05","AHY","U",10,61,"CACH"
